time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-01-22T09:05:51.950Z,45.8686666666667,-122.253,6.12,1.36,ml,19,116,0.1325,0.26,uw,uw61812231,2022-01-23T05:45:02.580Z,"11 km E of Yacolt, Washington",earthquake,0.65,1.7,0.152874825469723,11,reviewed,uw,uw
2022-01-22T09:01:33.186Z,3.6218,126.701,59.41,4.5,mb,,109,2.908,0.46,us,us7000ge6y,2022-01-22T09:36:40.040Z,"240 km SE of Sarangani, Philippines",earthquake,8.1,8.2,0.095,37,reviewed,us,us
2022-01-22T08:50:16.160Z,33.4791667,-116.4318333,12.4,1.09,ml,31,78,0.1139,0.19,ci,ci39920303,2022-01-22T16:47:55.610Z,"23km SSW of La Quinta, CA",earthquake,0.31,0.63,0.153,26,reviewed,ci,ci
2022-01-22T08:11:51.865Z,63.8872,-147.2246,7.2,2.9,ml,,,,0.8,ak,ak02210inkhk,2022-01-22T09:21:56.040Z,"61 km SSW of Harding-Birch Lakes, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-01-22T07:54:45.820Z,38.8445015,-122.8303299,2.01,1.19,md,14,121,0.007147,0.02,nc,nc73681886,2022-01-22T09:15:12.506Z,"10km WNW of Cobb, CA",earthquake,0.31,0.67,,1,automatic,nc,nc
2022-01-22T07:49:37.220Z,19.1908340454102,-155.489334106445,36.3300018310547,2.28999996,md,38,76,,0.119999997,hv,hv72885572,2022-01-22T07:52:46.370Z,"Island of Hawaii, Hawaii",earthquake,0.54,0.839999974,0.479999989,13,automatic,hv,hv
2022-01-22T07:46:15.568Z,54.5273,-163.2739,10,2.9,ml,,190,0.34,0.56,us,us7000ge8z,2022-01-23T06:17:10.040Z,"37 km SSE of False Pass, Alaska",earthquake,3.3,2,0.101,13,reviewed,us,us
2022-01-22T07:45:54.650Z,53.1716,-166.7875,25.8,2.2,ml,,,,0.35,ak,ak02210i9fjd,2022-01-22T19:10:04.441Z,"79 km SSW of Unalaska, Alaska",earthquake,,172,,,reviewed,ak,ak
2022-01-22T07:42:33.850Z,38.7876663,-122.7344971,1.12,1.33,md,12,88,0.004753,0.04,nc,nc73681881,2022-01-22T08:48:21.363Z,"2km ENE of The Geysers, CA",earthquake,0.32,0.43,0.16,4,automatic,nc,nc
2022-01-22T07:33:16.260Z,38.7878342,-122.7665024,2.44,1.08,md,13,79,0.01383,0.02,nc,nc73681876,2022-01-22T07:39:38.687Z,"2km NW of The Geysers, CA",earthquake,0.35,0.73,0.11,2,automatic,nc,nc
2022-01-22T07:31:58.820Z,44.4631667,-115.2046667,4.94,1.74,ml,8,117,0.843,0.19,mb,mb80536604,2022-01-22T16:00:13.650Z,"34 km NW of Stanley, Idaho",earthquake,0.68,1.53,0.235,9,reviewed,mb,mb
2022-01-22T07:30:04.478Z,60.6966,-151.6711,76.9,1.5,ml,,,,0.25,ak,ak02210i63xg,2022-01-22T07:34:38.391Z,"20 km W of Nikiski, Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-01-22T07:25:34.570Z,19.1378326416016,-155.495834350586,32.1199989318848,1.91999996,md,32,165,,0.189999998,hv,hv72885542,2022-01-22T07:28:49.980Z,"Hawaii region, Hawaii",earthquake,0.7,1.13,0.899999976,7,automatic,hv,hv
2022-01-22T07:24:11.840Z,38.8296661,-122.7961655,0.82,1.17,md,8,91,0.009843,0.01,nc,nc73681871,2022-01-22T08:22:12.219Z,"6km W of Cobb, CA",earthquake,0.32,1.04,,1,automatic,nc,nc
2022-01-22T07:23:47.520Z,38.8278351,-122.796669,0.76,1.53,md,26,44,0.01137,0.04,nc,nc73681866,2022-01-22T07:53:12.055Z,"6km W of Cobb, CA",earthquake,0.17,0.34,0.14,7,automatic,nc,nc
2022-01-22T07:23:34.227Z,-14.5242,-75.5338,48.3,4.8,mb,,148,6.28,0.67,us,us7000ge6j,2022-01-22T07:54:37.321Z,"35 km W of Llipata, Peru",earthquake,9.3,7.9,0.074,57,reviewed,us,us
2022-01-22T07:08:10.916Z,3.6286,126.6284,10,4.9,mb,,103,2.932,0.5,us,us7000ge6i,2022-01-22T07:33:47.040Z,"234 km SSE of Sarangani, Philippines",earthquake,5.1,1.9,0.096,34,reviewed,us,us
2022-01-22T06:59:38.817Z,62.9657,-149.2594,75.5,1.9,ml,,,,0.62,ak,ak02210hqyqn,2022-01-22T07:04:45.030Z,"49 km SSW of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-01-22T06:30:16.704Z,-1.7716,-12.9571,10,4.9,mb,,48,6.278,0.61,us,us7000ge6e,2022-01-22T07:00:18.040Z,"north of Ascension Island",earthquake,9.8,1.9,0.096,34,reviewed,us,us
2022-01-22T06:28:56.360Z,35.9749985,-119.7416687,6.9,2.12,md,15,111,0.3109,0.08,nc,nc73681851,2022-01-22T07:24:10.872Z,"20km E of Kettleman City, CA",earthquake,0.37,1.19,0.12,6,automatic,nc,nc
2022-01-22T06:23:52.420Z,19.166166305542,-155.486999511719,34.8699989318848,2.17000008,md,36,104,,0.129999995,hv,hv72885502,2022-01-22T06:28:47.450Z,"4 km SSW of Pāhala, Hawaii",earthquake,0.5,0.889999986,0.850000024,9,automatic,hv,hv
2022-01-22T06:18:48.386Z,62.9658,-150.2876,54.4,2.3,ml,,,,0.89,ak,ak02210hi6yy,2022-01-22T06:25:20.822Z,"57 km NNE of Petersville, Alaska",earthquake,,0.9,,,automatic,ak,ak
2022-01-22T06:15:20.430Z,33.5146667,-116.4893333,15.22,0.95,ml,15,68,0.0551,0.15,ci,ci39920271,2022-01-22T16:47:58.785Z,"18km ESE of Anza, CA",earthquake,0.4,0.49,0.254,23,reviewed,ci,ci
2022-01-22T06:13:10.580Z,35.6650009,-120.1743317,1.96,1.83,md,7,170,0.08984,0.06,nc,nc73681841,2022-01-22T07:08:11.773Z,"13km ESE of Cholame, CA",earthquake,2.14,7.7,0.01,2,automatic,nc,nc
2022-01-22T05:49:37.245Z,29.3909,142.3725,10,4.9,mb,,125,4.31,0.6,us,us7000ge62,2022-01-22T11:00:33.170Z,"Izu Islands, Japan region",earthquake,10.3,1.9,0.081,48,reviewed,us,us
2022-01-22T05:38:48.126Z,53.177,-166.7508,25.86,3.9,mb,,166,0.622,0.83,us,us7000ge67,2022-01-22T06:19:44.040Z,"78 km S of Unalaska, Alaska",earthquake,4,7.1,0.092,31,reviewed,us,us
2022-01-22T05:37:02.410Z,35.9401667,-119.7738333,18.09,2.05,md,31,107,0.3129,0.11,nc,nc73681821,2022-01-24T00:24:11.452Z,"18km ESE of Kettleman City, CA",earthquake,0.39,0.89,0.246,37,reviewed,nc,nc
2022-01-22T05:33:31.330Z,33.2495,-117.4351667,15.69,1.12,ml,13,225,0.07,0.1,ci,ci39920231,2022-01-22T05:37:09.443Z,"6km WNW of Camp Pendleton South, CA",earthquake,0.38,0.35,0.116,18,automatic,ci,ci
2022-01-22T05:32:30.740Z,33.645,-116.703,13.22,1.25,ml,34,51,0.06665,0.17,ci,ci39920223,2022-01-22T16:49:10.530Z,"10km NNW of Anza, CA",earthquake,0.27,0.43,0.198,27,reviewed,ci,ci
2022-01-22T05:26:06.730Z,19.2258338928223,-155.417663574219,31.5300006866455,2.55,ml,42,134,,0.200000003,hv,hv72885447,2022-01-22T05:39:21.040Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.55,0.930000007,0.24,5,automatic,hv,hv
2022-01-22T05:25:54.500Z,19.1973323822021,-155.466659545898,32.8699989318848,2.58,ml,19,203,,0.180000007,hv,hv72885452,2022-01-22T05:31:44.870Z,"1 km ESE of Pāhala, Hawaii",earthquake,1.77,1.08000004,4.62,6,automatic,hv,hv
2022-01-22T05:20:17.820Z,19.2153339385986,-155.458999633789,34.4799995422363,2.01999998,md,34,106,,0.129999995,hv,hv72885442,2022-01-22T05:23:22.740Z,"2 km ENE of Pāhala, Hawaii",earthquake,0.57,0.720000029,0.319999993,13,automatic,hv,hv
2022-01-22T05:19:05.102Z,53.2115,-166.8168,43.35,4.6,ml,,216,0.584,0.51,us,us7000ge64,2022-01-22T06:15:23.040Z,"76 km SSW of Unalaska, Alaska",earthquake,8,37.4,0.105,12,reviewed,us,us
2022-01-22T05:17:53.790Z,35.9491653,-119.7508316,19.81,2.12,md,10,143,0.3313,0.04,nc,nc73681806,2022-01-22T06:04:10.399Z,"20km ESE of Kettleman City, CA",earthquake,1.53,0.87,0.03,2,automatic,nc,nc
2022-01-22T05:17:06.947Z,53.3159,-166.7506,42.78,6.2,mww,,60,0.484,1.44,us,us7000ge5q,2022-01-24T05:27:22.015Z,"63 km SSW of Unalaska, Alaska",earthquake,6.1,4.6,0.034,82,reviewed,us,us
2022-01-22T05:13:59.870Z,33.8188333,-117.6438333,5.57,1.32,ml,26,34,0.03727,0.23,ci,ci39920215,2022-01-22T05:17:42.556Z,"9km SW of Corona, CA",earthquake,0.33,0.56,0.216,32,automatic,ci,ci
2022-01-22T05:12:33.846Z,-20.7797,-175.3928,10,4.7,mb,,124,6.887,0.65,us,us7000ge5z,2022-01-22T05:50:31.040Z,"44 km NNW of Nuku‘alofa, Tonga",earthquake,9.2,1.9,0.207,7,reviewed,us,us
2022-01-22T04:59:05.340Z,19.2313327789307,-155.462326049805,33.9900016784668,2.27999997,md,34,99,,0.140000001,hv,hv72885432,2022-01-22T05:04:36.400Z,"3 km NNE of Pāhala, Hawaii",earthquake,0.78,0.930000007,1.12,12,automatic,hv,hv
2022-01-22T04:56:11.160Z,38.8343315,-122.8156662,0.63,1.58,md,16,58,0.01176,0.06,nc,nc73681796,2022-01-22T05:48:13.293Z,"8km W of Cobb, CA",earthquake,0.26,0.55,0.03,3,automatic,nc,nc
2022-01-22T04:46:20.010Z,18.0201,-66.7683,13,2.91,md,17,78,0.1197,0.12,pr,pr2022022002,2022-01-23T11:34:04.240Z,"0 km NNE of Magas Arriba, Puerto Rico",earthquake,0.4,0.17,0.19,4,reviewed,pr,pr
2022-01-22T04:41:05.502Z,-59.4138,-25.894,35,5.1,mww,,69,7.751,1.03,us,us7000ge5f,2022-01-22T17:21:56.040Z,"South Sandwich Islands region",earthquake,11,1.9,0.098,10,reviewed,us,us
2022-01-22T04:20:54.062Z,32.7191,132.0414,52.31,4.4,mb,,99,1.809,1.01,us,us7000ge59,2022-01-22T04:40:47.040Z,"28 km SSE of Saiki, Japan",earthquake,6.5,7.7,0.22,8,reviewed,us,us
2022-01-22T04:11:18.610Z,34.0231667,-117.1106667,13.43,1.02,ml,22,82,0.01236,0.17,ci,ci39920183,2022-01-22T04:14:57.396Z,"6km SSE of Mentone, CA",earthquake,0.34,0.82,0.167,29,automatic,ci,ci
2022-01-22T04:05:49.686Z,43.3503,145.7905,111.64,4.2,mb,,197,2.355,0.48,us,us7000ge51,2022-01-22T04:24:11.040Z,"17 km E of Nemuro, Japan",earthquake,7.9,11.6,0.166,11,reviewed,us,us
2022-01-22T04:04:41.720Z,40.6118333,-122.1665,13.13,1.52,md,10,93,0.03389,0.07,nc,nc73681786,2022-01-23T21:38:11.107Z,"6km NNE of Millville, CA",earthquake,0.33,0.47,0.246,13,reviewed,nc,nc
2022-01-22T03:52:02.410Z,34.0343323,-117.1973343,18.06,1.32,ml,23,105,0.1535,0.22,ci,ci39920167,2022-01-22T03:55:38.470Z,"3km SSW of Redlands, CA",earthquake,0.48,1.16,0.221,4,automatic,ci,ci
2022-01-22T03:24:39.805Z,63.0184,-150.6151,103,2.4,ml,,,,0.6,ak,ak02210fr5wb,2022-01-22T03:38:22.374Z,"58 km N of Petersville, Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-01-22T03:18:17.190Z,61.8308,-151.13,65.4,1.8,ml,,,,0.75,ak,ak02210fptwc,2022-01-22T03:22:50.367Z,"22 km SE of Skwentna, Alaska",earthquake,,1,,,automatic,ak,ak
2022-01-22T02:46:52.180Z,19.482666015625,-155.454498291016,0,1.76999998,md,14,63,,0.209999993,hv,hv72885302,2022-01-22T02:50:05.750Z,"23 km W of Volcano, Hawaii",earthquake,0.4,1.09000003,0.879999995,3,automatic,hv,hv
2022-01-22T02:46:49.270Z,33.1641667,-116.441,11.96,1.11,ml,30,60,0.1057,0.22,ci,ci39920119,2022-01-22T02:57:26.280Z,"12km SSW of Borrego Springs, CA",earthquake,0.31,0.83,0.218,28,automatic,ci,ci
2022-01-22T02:46:15.393Z,63.0791,-150.3496,87.6,1.5,ml,,,,0.41,ak,ak02210fae0r,2022-01-22T02:50:07.021Z,"68 km NNE of Petersville, Alaska",earthquake,,0.9,,,automatic,ak,ak
2022-01-22T02:42:26.600Z,37.3751678,-121.4520035,6.26,1.2,md,9,107,0.07106,0.07,nc,nc73681771,2022-01-22T04:20:11.247Z,"29km SW of Westley, CA",earthquake,0.41,1.39,0.04,7,automatic,nc,nc
2022-01-22T02:26:13.573Z,3.6951,126.6747,23.99,6,mww,,34,2.985,0.98,us,us7000ge38,2022-01-23T09:00:16.958Z,"231 km SE of Sarangani, Philippines",earthquake,6.8,4.2,0.052,36,reviewed,us,us
2022-01-22T02:20:20.390Z,19.8395004272461,-155.359664916992,30.1499996185303,2.18000007,md,25,137,,0.150000006,hv,hv72885272,2022-01-22T02:23:19.850Z,"20 km SW of Laupāhoehoe, Hawaii",earthquake,0.82,1.37,1.08000004,3,automatic,hv,hv
2022-01-22T02:10:36.870Z,19.0515,-65.36,34,3.62,md,16,291,0.748,0.4,pr,pr2022022001,2022-01-22T03:03:46.350Z,"Puerto Rico region",earthquake,3.06,15.15,0.12,4,reviewed,pr,pr
2022-01-22T01:54:41.810Z,19.2124996185303,-155.417999267578,33.2200012207031,2.07999992,md,37,143,,0.119999997,hv,hv72885257,2022-01-22T01:57:52.220Z,"6 km E of Pāhala, Hawaii",earthquake,0.71,1.08000004,1.41999996,20,automatic,hv,hv
2022-01-22T01:48:17.879Z,64.6148,-152.2349,0,2.2,ml,,,,1.08,ak,ak02210epebg,2022-01-22T01:57:21.344Z,"62 km S of Tanana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-01-22T01:45:18.320Z,38.7896652,-122.7628326,0.49,1.42,md,22,66,0.01121,0.06,nc,nc73681761,2022-01-22T03:27:10.981Z,"2km NNW of The Geysers, CA",earthquake,0.23,0.38,0.08,6,automatic,nc,nc
2022-01-22T01:41:55.620Z,19.1508333333333,-155.471666666667,33.46,2.73,md,48,161,,0.12,hv,hv72885237,2022-01-22T05:33:13.040Z,"5 km S of Pāhala, Hawaii",earthquake,0.47,0.6,0.0819856873128886,20,reviewed,hv,hv
2022-01-22T01:35:32.350Z,37.3336667,-118.1523333,12.23,1.53,md,12,241,0.143,0.06,nc,nc73681751,2022-01-22T22:14:11.125Z,"16km WSW of Deep Springs, CA",earthquake,0.55,0.62,0.316,10,reviewed,nc,nc
2022-01-22T01:28:49.166Z,59.2578,-154.6778,0,2.2,ml,,,,0.72,ak,ak02210el6b8,2022-01-22T01:48:57.040Z,"20 km SSE of Kokhanok, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-01-22T01:05:09.810Z,19.0821,-65.3633,12,3.4,md,12,292,0.7788,0.19,pr,pr2022022000,2022-01-22T02:07:31.159Z,"86 km N of Culebra, Puerto Rico",earthquake,5.68,7.37,0.07,3,reviewed,pr,pr
2022-01-22T01:01:42.300Z,32.8625,-116.0805,7.23,3.01,ml,92,31,0.07185,0.22,ci,ci39920079,2022-01-23T02:30:01.450Z,"16km NNW of Ocotillo, CA",earthquake,0.14,0.53,0.193,113,reviewed,ci,ci
2022-01-22T00:53:43.980Z,37.2033348,-121.5944977,3.61,1.38,md,12,65,0.04728,0.08,nc,nc73681731,2022-01-22T01:51:12.152Z,"10km NNE of Morgan Hill, CA",earthquake,0.31,0.82,0.16,11,automatic,nc,nc
2022-01-22T00:45:38.850Z,33.9153333,-117.8988333,3.61,1.35,ml,30,89,0.03643,0.33,ci,ci39920071,2022-01-22T00:54:41.472Z,"0km SE of Brea, CA",earthquake,0.57,0.54,0.235,30,automatic,ci,ci
2022-01-22T00:42:51.334Z,61.7532,-149.5498,54.3,1.7,ml,,,,0.8,ak,ak02210e2qwd,2022-01-22T00:46:23.573Z,"14 km N of Meadow Lakes, Alaska",earthquake,,1.9,,,automatic,ak,ak
2022-01-22T00:33:31.250Z,40.3193321,-124.229332,23.42,1.91,md,9,126,0.04211,0.05,nc,nc73681716,2022-01-22T00:44:10.653Z,"5km E of Petrolia, CA",earthquake,1.19,1.23,0.17,4,automatic,nc,nc
2022-01-22T00:23:20.000Z,34.0031667,-116.8155,13.06,1.65,ml,44,53,0.03254,0.2,ci,ci39920063,2022-01-22T00:34:39.680Z,"10km NNW of Cabazon, CA",earthquake,0.32,0.66,0.144,27,automatic,ci,ci
2022-01-22T00:17:44.220Z,38.8121681,-122.7573318,0.6,1.2,md,14,176,0.01168,0.02,nc,nc73681706,2022-01-22T00:39:11.623Z,"3km WSW of Cobb, CA",earthquake,0.31,0.47,0.22,2,automatic,nc,nc
2022-01-22T00:03:19.426Z,64.9675,-147.4566,0,1.6,ml,,,,0.84,ak,ak02210dubcp,2022-01-22T00:46:23.428Z,"7 km E of Fox, Alaska",explosion,,1.5,,,automatic,ak,ak
2022-01-22T00:00:16.870Z,34.007,-118.3478333,7.03,1.22,ml,17,71,0.02007,0.2,ci,ci39920039,2022-01-22T01:14:15.877Z,"1km N of View Park-Windsor Hills, CA",earthquake,0.38,0.56,0.225,13,reviewed,ci,ci
2022-01-21T23:56:14.580Z,37.7288322,-121.9921646,5.79,2.11,md,12,102,0.05834,0.09,nc,nc73681691,2022-01-22T14:23:39.449Z,"6km WNW of Dublin, CA",earthquake,0.4,0.83,0.19,10,automatic,nc,nc
2022-01-21T23:54:28.708Z,-21.8503,-177.8219,371.18,4.3,mb,,166,5.635,0.85,us,us7000ge2f,2022-01-22T01:03:37.040Z,"281 km WSW of Haveluloto, Tonga",earthquake,10.6,8.3,0.119,20,reviewed,us,us
2022-01-21T23:54:11.692Z,38.4957,-119.3927,0,1.6,ml,9,98.32,0.037,0.1519,nn,nn00832165,2022-01-22T02:37:21.059Z,"7 km ESE of Walker, California",earthquake,,0,0.34,5,reviewed,nn,nn
2022-01-21T23:49:05.665Z,61.5379,-149.7403,33.5,1.6,ml,,,,0.36,ak,ak022z49rt2,2022-01-21T23:52:17.848Z,"7 km WNW of Knik-Fairview, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-01-21T23:43:37.019Z,59.7805,-151.9982,50.3,1.8,ml,,,,1.05,ak,ak022z48jxc,2022-01-21T23:48:37.323Z,"9 km W of Anchor Point, Alaska",earthquake,,2.1,,,automatic,ak,ak
2022-01-21T23:41:08.700Z,37.7271652,-121.9925003,5.64,2.21,md,15,102,0.05836,0.08,nc,nc73681681,2022-01-22T14:28:49.435Z,"6km WNW of Dublin, CA",earthquake,0.33,0.73,0.16,11,automatic,nc,nc
2022-01-21T23:37:54.970Z,37.9211655,-122.1231689,4.43,1.6,md,11,83,0.02342,0.08,nc,nc73681676,2022-01-22T07:18:44.631Z,"4km N of Lafayette, CA",earthquake,0.34,0.72,0.21,9,automatic,nc,nc
2022-01-21T23:36:11.060Z,19.2103328704834,-155.413497924805,30.6800003051758,1.87,md,29,153,,0.119999997,hv,hv72885127,2022-01-21T23:39:34.650Z,"6 km E of Pāhala, Hawaii",earthquake,0.7,1.21000004,0.99000001,7,automatic,hv,hv
2022-01-21T23:32:56.030Z,38.7501678,-122.7220001,0.99,1.59,md,13,186,0.01163,0.02,nc,nc73681666,2022-01-21T23:51:11.545Z,"4km SW of Anderson Springs, CA",earthquake,0.44,0.31,0.22,3,automatic,nc,nc
2022-01-21T23:31:08.680Z,19.2250003814697,-155.411499023438,32.9700012207031,2.07,ml,43,138,,0.129999995,hv,hv72885122,2022-01-21T23:55:23.040Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.51,0.670000017,3.37,7,automatic,hv,hv
2022-01-21T23:24:26.941Z,62.3954,-151.5495,85.5,2,ml,,,,0.85,ak,ak022z44gjq,2022-01-21T23:32:45.459Z,"42 km WSW of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-01-21T23:20:14.530Z,38.1542,-117.906,9.4,1.2,ml,16,107.79,0.045,0.1496,nn,nn00832160,2022-01-22T00:47:36.541Z,"31 km SE of Mina, Nevada",earthquake,,1.1,0.46,6,reviewed,nn,nn
2022-01-21T23:18:01.170Z,39.4175,-110.298,-3.12,1.43,md,7,200,0.022,0.11,uu,uu60478487,2022-01-21T23:46:11.920Z,"16 km SSE of Sunnyside, Utah",earthquake,0.68,1.53,0.282,7,reviewed,uu,uu
2022-01-21T23:13:05.530Z,35.0045,-118.1826667,-0.86,1.57,ml,10,82,0.1309,0.25,ci,ci39920007,2022-01-21T23:49:46.464Z,"5km S of Mojave, CA",quarry blast,0.79,31.61,0.272,13,reviewed,ci,ci
2022-01-21T23:01:48.353Z,38.405,-118.9018,9.2,1.3,ml,13,167.3,0.119,0.1215,nn,nn00832170,2022-01-22T02:37:28.336Z,"27 km WSW of Hawthorne, Nevada",earthquake,,2.1,0.32,4,reviewed,nn,nn
2022-01-21T22:49:20.890Z,39.4166667,-110.3113333,-1.45,1.79,md,5,196,0.01299,0.05,uu,uu60478482,2022-01-21T23:41:01.510Z,"16 km SSE of Sunnyside, Utah",earthquake,0.75,0.48,0.286,5,reviewed,uu,uu
2022-01-21T22:49:01.337Z,54.3147,158.5376,162.66,4.4,mb,,107,1.295,0.53,us,us7000ge1v,2022-01-21T23:15:01.040Z,"42 km S of Mil’kovo, Russia",earthquake,10.2,8.9,0.084,41,reviewed,us,us
2022-01-21T22:47:11.490Z,19.2360000610352,-155.430999755859,33.5900001525879,2.26999998,md,39,121,,0.109999999,hv,hv72885092,2022-01-21T22:50:22.340Z,"6 km NE of Pāhala, Hawaii",earthquake,0.67,0.839999974,0.150000006,20,automatic,hv,hv
2022-01-21T22:42:27.810Z,19.4093333333333,-155.271666666667,2.75,1.67,ml,16,76,,0.11,hv,hv72885087,2022-01-21T22:56:41.730Z,"5 km SW of Volcano, Hawaii",earthquake,0.22,0.32,0.273255795376414,8,reviewed,hv,hv
2022-01-21T22:20:40.190Z,59.6508,-153.3948,114.8,3.8,ml,,,,0.48,ak,ak022z3i71m,2022-01-21T23:14:56.388Z,"Southern Alaska",earthquake,,0.2,,,reviewed,ak,ak
2022-01-21T22:00:01.320Z,26.6013,-111.0969,10,4.4,mb,,180,1.247,0.98,us,us7000ge1a,2022-01-22T01:22:39.683Z,"69 km NNE of Loreto, Mexico",earthquake,7.8,2,0.06,80,reviewed,us,us
2022-01-21T21:48:13.946Z,32.6909,131.9728,64.75,4.4,mb,,121,1.747,0.73,us,us7000ge17,2022-01-21T22:08:44.040Z,"29 km SSE of Saiki, Japan",earthquake,5.1,11.9,0.311,3,reviewed,us,us
2022-01-21T21:44:32.460Z,33.6875,-116.7328333,15.42,1.32,ml,42,62,0.02827,0.15,ci,ci39919943,2022-01-21T22:00:41.620Z,"6km SSW of Idyllwild, CA",earthquake,0.2,0.36,0.218,26,reviewed,ci,ci
2022-01-21T21:40:48.874Z,62.7879,-149.4325,69.7,1.9,ml,,,,0.58,ak,ak022z312hm,2022-01-21T21:45:33.236Z,"51 km NE of Chase, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-01-21T21:34:05.620Z,33.4228333,-116.6146667,8.35,1.17,ml,32,97,0.07243,0.15,ci,ci39919935,2022-01-21T21:58:58.679Z,"16km SSE of Anza, CA",earthquake,0.23,0.6,0.125,14,reviewed,ci,ci
2022-01-21T21:32:28.830Z,36.5778351,-121.1566696,7.35,1.38,md,5,164,0.02393,0.03,nc,nc73681641,2022-01-21T21:48:11.630Z,"5km NNW of Pinnacles, CA",earthquake,0.78,1.12,0.15,5,automatic,nc,nc
2022-01-21T21:26:35.789Z,26.7443,-110.874,10,5.4,mww,,110,2.267,0.96,us,us7000ge0y,2022-01-24T05:36:52.694Z,"79 km SSW of Bahía de Lobos, Mexico",earthquake,8.1,1.9,0.041,57,reviewed,us,us
2022-01-21T21:18:06.160Z,38.7621651,-122.7438354,-0.28,1.72,md,11,116,0.009443,0.06,nc,nc73681621,2022-01-21T22:22:11.818Z,"2km SSE of The Geysers, CA",earthquake,0.52,1.26,,1,automatic,nc,nc
2022-01-21T21:17:43.290Z,38.7541656,-122.7343369,-0.85,2.62,md,45,87,0.01048,0.24,nc,nc73681616,2022-01-21T22:36:11.300Z,"3km SE of The Geysers, CA",earthquake,0.39,1.45,0.16,26,automatic,nc,nc
2022-01-21T21:17:28.300Z,38.7611656,-122.7388306,1.39,1.34,md,15,112,0.009535,0.03,nc,nc73681626,2022-01-21T23:03:10.099Z,"2km SE of The Geysers, CA",earthquake,0.29,0.32,0.1,3,automatic,nc,nc
2022-01-21T21:17:03.650Z,33.4248333,-116.6165,8.14,1.26,ml,40,38,0.0707,0.17,ci,ci39919895,2022-01-21T21:54:32.800Z,"15km SSE of Anza, CA",earthquake,0.21,0.59,0.223,27,reviewed,ci,ci
2022-01-21T21:12:51.914Z,65.7183,-151.679,3,2.5,ml,,,,0.7,ak,ak022z2v2o0,2022-01-21T21:32:22.040Z,"63 km NNE of Tanana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-01-21T20:57:48.570Z,39.4311667,-110.3393333,-1.56,1.26,md,4,151,0.01309,0.1,uu,uu60029879,2022-01-21T21:15:20.750Z,"13 km SSE of Sunnyside, Utah",earthquake,1.44,1.17,0.125,4,reviewed,uu,uu
2022-01-21T20:54:10.550Z,60.5876,-151.4267,61.9,1.5,ml,,,,0.53,ak,ak022z2if1x,2022-01-21T21:26:10.875Z,"6 km WSW of Salamatof, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-01-21T20:43:45.869Z,7.6146,126.5685,110.66,5.4,mww,,40,1.12,0.81,us,us7000ge0c,2022-01-22T20:47:35.322Z,"4 km NNE of Baganga, Philippines",earthquake,7.3,3.8,0.063,24,reviewed,us,us
2022-01-21T20:34:41.710Z,34.1261667,-80.7311667,4.84,1.94,md,11,65,0.0324,0.25,se,se60143643,2022-01-23T01:37:36.528Z,"7 km SE of Elgin, South Carolina",earthquake,0.77,0.68,0.062,7,reviewed,se,se
2022-01-21T20:31:51.678Z,32.699,132.0166,50.56,4.9,mb,,55,1.78,0.77,us,us7000ge07,2022-01-22T00:15:34.694Z,"29 km SSE of Saiki, Japan",earthquake,5.1,6.5,0.05,136,reviewed,us,us
2022-01-21T20:20:24.274Z,-20.983,-68.8672,110.42,4.3,mb,,47,0.582,1.05,us,us7000ge01,2022-01-21T22:06:22.040Z,"158 km ESE of Iquique, Chile",earthquake,3.8,6.9,0.2,8,reviewed,us,us
2022-01-21T20:05:20.282Z,63.2413,-152.0762,0,2.1,ml,,,,0.9,ak,ak022z282mf,2022-01-21T20:17:13.395Z,"37 km SSW of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-01-21T20:02:32.070Z,46.0131667,-112.4596667,-2,1.47,ml,18,113,0.066,0.1,mb,mb80536564,2022-01-22T15:46:19.670Z,"5 km E of Butte, Montana",quarry blast,0.38,31.61,0.266,6,reviewed,mb,mb
2022-01-21T20:00:26.150Z,52.0198333333333,178.344,10.74,3.03,ml,4,350,,0.1,av,av91047508,2022-01-22T02:37:52.510Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,3.01,2,0.106984832658976,4,reviewed,av,av
2022-01-21T20:00:25.672Z,52.0681,178.2842,6.12,3.5,ml,,161,0.173,0.1,us,us7000ge2r,2022-01-22T15:53:27.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,5,12.7,0.148,8,reviewed,us,us
